oa11cd,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E00004182,2,6,0,4,2,4,3,6,0,0,0,2,2,4,0,1,2,1,0,0,5,3,6,4,9,4,1,4,2,9,5,3,2,3,3,6,5,6,1,4,3,2,2,1,3,3,4,1,2,2,4,1,6,3,1,5,2,0,5,3,0,4,2,1,2,0,1,2,2,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2
E00004183,0,2,0,0,1,1,2,3,2,3,1,2,1,0,2,1,3,1,1,3,3,2,2,1,2,3,2,3,5,3,0,3,2,3,5,1,3,5,2,1,3,1,2,1,2,5,3,3,7,2,7,1,3,1,1,4,4,6,3,1,7,1,3,2,4,8,2,3,2,2,0,8,1,1,5,1,1,1,0,0,0,1,2,1,1,0,0,1,0,1,0
E00004174,4,1,0,1,5,11,9,3,5,4,0,2,0,5,1,5,5,6,1,3,4,1,6,10,10,6,4,3,6,3,1,0,2,2,4,4,3,3,1,2,2,2,0,4,3,3,7,5,1,2,4,1,3,3,4,4,2,2,3,6,1,2,3,4,0,2,0,0,2,5,2,1,0,0,2,2,0,2,0,0,1,2,1,1,0,2,0,3,1,0,0
E00004185,5,3,5,6,7,8,3,8,12,2,4,2,3,1,2,1,3,4,2,3,7,16,14,10,21,7,11,9,5,5,5,5,5,3,5,4,6,5,6,4,1,3,3,6,2,5,8,6,4,2,5,2,7,3,2,6,5,3,4,0,2,2,7,7,1,1,3,1,2,3,6,0,0,2,2,6,2,1,3,1,0,0,0,0,1,0,0,0,0,0,4
E00004188,1,0,0,1,0,2,3,0,3,3,0,0,0,0,0,0,0,0,0,2,4,7,4,6,6,10,11,10,6,3,5,1,0,2,1,3,3,5,3,3,3,1,2,3,1,1,2,0,2,1,1,0,0,0,3,0,2,0,0,0,1,0,2,1,1,1,0,2,0,1,0,2,1,4,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
E00004189,2,0,0,0,1,3,0,9,4,2,4,4,1,0,4,0,0,3,2,6,8,12,18,23,39,21,16,17,16,11,5,5,14,7,7,6,8,4,14,9,8,6,6,8,9,6,3,5,3,4,6,1,3,2,3,4,1,2,3,5,2,1,2,0,1,1,0,2,2,0,0,2,4,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,2
E00174652,1,0,1,0,0,3,0,0,0,2,0,0,3,2,0,0,0,0,0,1,3,4,4,11,3,4,4,1,3,1,1,2,2,2,0,1,3,1,3,4,1,2,1,0,1,2,1,1,0,1,1,4,2,1,1,1,2,4,2,1,1,2,1,0,3,2,0,0,0,1,0,2,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0
E00174653,5,9,9,7,5,7,3,13,14,16,8,5,7,4,5,7,9,7,23,60,80,42,48,26,24,16,13,7,10,15,7,8,9,6,5,11,3,5,5,7,4,4,2,6,3,3,7,4,5,1,4,4,7,1,3,5,7,5,3,3,0,0,1,2,4,7,4,2,3,3,1,4,2,5,6,4,9,2,4,5,6,0,1,0,0,0,0,1,0,1,2
E00004169,1,1,1,2,1,4,0,4,2,2,2,3,0,2,1,1,2,1,0,2,2,4,3,10,7,13,8,10,8,9,6,9,11,9,7,5,8,5,3,5,4,7,3,9,4,10,5,6,7,3,6,8,3,3,5,2,5,1,4,3,5,3,2,1,2,2,1,3,4,4,5,2,3,8,7,0,1,5,3,5,1,2,0,0,1,0,1,0,0,0,6
E00004190,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,4,5,12,6,9,10,9,12,10,6,8,8,7,4,3,3,5,6,3,4,2,6,7,4,7,6,6,3,0,5,2,8,3,7,6,5,2,3,2,5,10,4,5,8,5,3,6,6,0,6,9,6,9,4,2,3,9,4,1,4,7,0,0,0,0,2,1,1,0,0
E00004197,0,0,0,1,1,2,4,0,1,0,1,0,0,2,0,0,1,2,0,3,2,4,5,4,4,10,9,9,10,12,7,3,2,1,4,2,4,4,3,3,6,4,2,4,5,5,6,4,1,8,3,2,4,1,3,2,2,6,5,2,3,3,1,2,2,2,1,1,4,4,2,3,5,2,4,3,4,4,2,0,6,0,0,3,1,0,0,0,1,0,1
E00174659,1,3,2,1,2,2,0,0,1,0,0,1,3,0,1,4,2,2,3,4,6,6,2,13,6,7,9,6,11,6,13,5,14,4,7,6,7,8,5,5,7,8,8,6,6,12,6,5,6,6,4,8,6,2,2,3,3,2,5,4,2,4,4,9,3,2,4,3,1,3,2,4,4,3,2,2,6,3,0,1,0,0,2,0,1,0,1,0,0,0,0
E00174662,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0,1,0,1,4,0,0,3,2,1,1,2,2,2,0,2,3,0,1,1,1,1,2,1,1,0,0,0,1,0,1,2,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
E00174663,3,1,1,0,0,1,1,3,1,0,0,1,0,1,1,1,1,2,2,0,1,1,4,7,4,3,10,13,11,7,14,6,12,6,13,5,2,5,2,3,8,4,3,6,3,5,5,2,2,5,3,2,0,2,1,1,1,0,1,2,0,2,4,0,2,0,0,0,0,1,4,0,0,2,2,2,0,0,0,0,2,0,3,3,1,0,0,0,0,0,1
E00174664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,12,14,9,4,11,7,6,7,4,6,3,3,4,4,1,3,3,2,1,3,3,4,2,3,3,1,0,0,1,1,0,2,0,2,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0
E00004207,5,2,5,6,4,7,6,7,6,3,3,11,5,5,15,6,9,10,7,8,7,8,8,12,9,9,7,7,13,7,11,10,7,7,4,8,5,4,9,6,7,3,2,2,3,2,10,5,2,6,8,7,3,7,3,2,3,4,7,4,2,2,0,3,1,1,0,1,0,2,2,7,3,0,1,1,1,0,0,2,3,0,1,0,0,2,1,0,0,0,0
E00004210,2,0,6,2,4,4,9,3,13,12,14,6,10,5,4,0,6,6,1,5,6,5,3,14,8,5,6,6,6,4,7,7,4,7,4,8,7,9,2,3,6,1,2,4,3,6,4,9,8,3,4,2,7,8,5,2,2,5,4,4,5,2,3,3,1,3,1,1,1,3,4,6,0,1,0,0,2,1,0,0,0,3,1,1,1,1,0,0,0,0,1
E00004211,1,1,0,0,3,4,3,4,1,5,2,2,3,1,0,2,4,4,0,3,8,7,3,4,4,13,8,6,16,11,22,11,7,10,6,8,11,8,6,8,1,2,4,5,3,3,1,7,1,1,2,2,1,2,1,2,0,2,3,2,2,3,2,3,0,2,1,2,2,0,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
E00004212,0,3,2,3,4,7,5,6,3,6,8,3,7,1,2,8,2,5,4,4,3,4,4,4,6,7,9,5,6,11,8,9,3,8,6,7,4,6,11,12,3,4,1,2,4,6,6,5,10,3,4,2,5,7,2,7,4,2,1,5,1,5,1,7,2,0,1,4,1,3,5,4,0,4,3,3,1,0,0,1,3,2,4,0,0,0,0,1,0,1,0
E00004223,3,2,6,7,4,6,9,9,7,7,7,8,11,7,19,3,6,5,6,4,6,11,9,7,9,6,8,16,9,11,13,7,4,3,9,16,16,12,17,7,3,5,6,5,4,5,5,5,5,11,6,6,7,3,2,4,8,4,7,3,5,2,3,2,2,4,4,2,1,3,2,3,3,2,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
E00004215,4,7,6,3,1,4,4,4,5,3,1,2,8,7,4,3,2,4,2,2,2,1,2,1,2,2,3,3,2,10,10,6,5,3,6,9,2,7,5,5,4,5,8,6,7,2,3,5,3,4,6,3,3,3,4,7,4,5,4,1,1,5,2,1,2,4,3,1,3,5,2,2,4,2,4,3,0,2,2,3,0,2,2,2,0,2,0,0,0,0,3
E00004218,1,1,7,7,4,4,3,2,8,2,4,4,4,5,5,1,3,3,1,5,2,4,1,5,5,8,6,7,6,5,12,4,8,7,9,5,5,4,5,1,3,4,4,2,6,5,3,10,3,10,4,10,6,7,3,2,6,4,6,3,7,9,7,2,1,1,5,6,5,2,4,1,5,1,2,1,0,1,3,0,2,1,3,2,0,2,0,2,2,0,5
E00004220,2,1,2,0,1,3,1,2,1,2,2,0,0,3,2,0,2,1,2,1,4,2,1,2,1,3,2,3,2,3,4,4,4,1,4,4,0,0,1,4,3,0,0,1,0,1,2,2,4,3,2,1,2,4,4,4,4,3,7,4,2,2,0,2,2,1,3,0,1,1,1,0,1,1,3,2,5,2,0,3,1,0,0,0,2,0,2,0,2,0,2
E00004221,3,5,3,9,8,2,6,2,7,1,1,2,1,3,2,0,2,0,1,1,1,3,0,1,1,1,1,3,2,2,1,5,5,4,6,4,1,3,2,5,4,1,3,5,5,6,9,3,2,5,3,5,3,1,1,3,1,0,2,1,3,3,4,3,2,2,3,1,1,1,0,0,2,3,2,3,1,1,5,0,0,5,1,1,2,1,0,0,0,0,1
E00004222,0,3,1,2,5,1,3,3,1,4,4,1,4,2,6,1,2,0,0,1,0,2,0,3,4,6,0,5,3,7,6,4,8,7,4,5,1,3,2,2,4,5,4,5,3,0,3,1,0,8,1,3,6,6,2,5,2,3,4,4,2,1,3,1,3,2,2,2,0,0,3,4,1,2,3,2,0,0,1,2,0,2,0,0,0,1,0,2,0,0,0
E00004226,4,3,2,1,6,9,3,15,5,11,9,7,7,3,9,2,2,4,1,2,0,4,3,2,3,3,2,6,2,2,4,3,6,2,1,5,4,3,8,9,7,5,6,5,3,3,10,6,6,6,2,8,7,4,11,1,4,1,6,2,2,5,1,6,1,3,3,2,4,2,4,5,0,3,4,3,1,3,4,2,0,2,2,0,4,1,4,0,0,1,2
E00004206,3,3,0,5,6,4,4,4,5,4,3,3,8,5,4,1,3,4,5,1,5,7,7,7,4,8,8,5,8,10,6,7,6,12,6,4,4,3,6,10,5,5,4,2,4,6,4,2,5,2,3,2,5,7,6,6,7,10,1,4,2,6,7,2,0,0,1,6,4,4,6,3,3,2,4,1,6,2,4,4,1,2,2,0,0,0,0,0,0,0,5
E00004208,7,1,4,6,5,5,6,6,9,3,8,9,5,3,2,9,7,3,7,5,6,5,11,8,9,7,10,5,11,9,7,11,7,6,7,3,6,5,7,5,7,3,6,3,3,1,5,4,5,5,10,6,1,0,5,2,1,7,1,3,1,4,1,3,2,4,1,0,4,0,4,2,2,2,4,1,5,2,3,0,0,0,2,0,0,2,0,2,0,0,0
E00004209,2,4,4,1,5,1,0,0,2,1,5,1,1,3,1,0,0,0,4,1,3,7,8,3,6,8,11,5,6,11,9,6,7,6,3,4,6,5,10,4,5,4,7,7,4,2,4,1,3,4,0,2,3,1,1,4,4,4,6,2,4,4,3,3,2,5,4,8,1,6,1,3,5,1,0,1,1,1,1,1,1,0,0,3,1,0,0,3,0,0,1
E00004213,8,3,9,10,7,5,2,7,4,9,11,8,6,10,8,10,10,9,4,8,8,5,8,8,9,10,14,10,15,10,13,12,15,8,10,13,12,8,9,10,7,4,6,5,6,6,6,3,9,8,6,3,8,7,7,5,5,4,4,12,4,4,9,10,2,2,6,0,3,2,4,1,5,2,1,1,2,5,2,1,2,1,1,0,0,3,0,0,0,0,0
E00004214,6,3,2,7,4,8,7,7,2,6,9,12,4,10,11,6,9,3,3,5,10,6,5,9,10,13,10,13,14,13,17,10,15,9,16,13,12,12,9,9,11,12,6,12,9,13,9,6,6,7,3,8,9,6,7,4,8,4,2,10,6,6,4,3,4,2,4,4,3,2,8,2,1,0,3,2,0,0,0,3,1,1,1,1,0,0,1,0,0,2,0
E00004216,1,1,5,5,5,5,10,1,1,2,7,5,1,5,4,4,1,3,0,2,2,1,0,3,0,6,2,4,3,4,2,2,2,6,4,5,6,1,5,6,3,5,7,5,6,9,8,6,7,5,10,4,7,3,6,2,7,4,4,3,10,11,4,4,0,3,4,3,2,2,1,1,3,3,3,5,8,6,1,4,4,0,0,1,2,0,0,0,1,0,0
E00004217,5,3,3,3,6,5,1,5,0,3,2,5,5,2,2,2,1,4,2,2,1,2,0,3,2,5,6,7,7,14,9,16,6,5,6,4,6,11,4,3,4,8,5,6,5,8,8,7,8,3,2,5,2,5,4,5,4,4,2,4,2,3,4,0,8,8,1,1,4,6,1,2,4,2,2,3,0,0,0,0,2,2,3,0,0,1,0,0,0,0,1
E00004224,5,1,2,0,4,4,6,5,3,2,3,4,1,2,3,5,5,1,3,1,1,2,1,3,6,4,7,6,7,7,12,11,10,10,4,10,5,7,6,10,5,6,7,3,8,2,3,4,1,3,4,5,8,5,3,4,4,8,2,0,8,2,5,1,2,5,5,4,0,3,0,2,2,5,2,4,2,0,3,2,0,3,0,0,0,0,0,1,0,0,2
E00004228,0,0,3,2,2,1,4,1,0,1,0,3,0,0,1,1,0,1,1,2,0,2,2,1,2,3,3,5,3,3,8,9,7,3,3,4,4,4,0,5,2,2,0,1,3,3,4,0,1,2,2,1,5,4,2,4,2,3,2,5,4,9,4,4,4,1,4,7,0,6,1,2,2,1,1,1,1,0,0,2,2,1,1,3,2,1,0,0,0,0,1
E00004231,1,4,1,3,8,3,12,9,2,5,17,5,13,5,8,2,0,2,0,1,0,1,0,2,1,1,5,3,6,3,3,5,7,5,9,3,4,4,7,5,10,6,5,10,6,8,4,4,5,5,8,6,4,9,4,5,5,2,2,2,2,5,0,2,6,0,3,5,1,1,2,3,5,2,3,5,0,3,4,0,0,2,0,0,0,0,0,0,0,0,4
E00004233,2,4,0,1,0,2,0,3,4,2,2,0,1,3,1,2,1,1,0,0,2,0,1,0,2,0,3,3,2,1,4,3,5,2,8,3,7,3,5,5,2,3,4,4,4,1,5,2,3,6,2,5,4,4,0,2,3,4,7,2,1,3,3,3,5,2,1,3,4,1,1,5,3,5,4,3,2,0,6,0,2,1,0,3,4,0,1,1,1,1,1
E00004201,1,3,4,1,2,4,6,0,10,2,1,4,1,4,2,2,2,1,0,2,1,1,0,0,4,4,5,0,5,4,4,8,9,7,8,2,4,4,2,1,1,5,3,2,6,6,8,4,7,13,2,5,5,7,0,2,4,6,5,2,5,4,5,2,4,1,0,2,0,3,2,1,5,4,2,7,4,2,0,1,2,4,1,1,0,0,0,0,4,0,3
E00004202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,2,0,0,2,0,0,2,0,1,0,2,1,1,3,6,2,2,2,7,7,5,13,7,10,7,13,8,8,7,7,11,3,6,5,7,3,2,4,6,1,7,2,1,9
E00004227,2,5,3,6,3,8,5,2,8,1,2,6,1,2,4,2,2,5,0,3,0,1,0,3,1,2,2,4,5,7,2,11,4,11,14,7,9,3,4,6,4,3,5,6,4,15,0,4,1,8,9,6,1,4,2,5,6,7,4,11,3,3,8,3,2,1,4,1,4,3,4,1,0,3,1,3,2,4,1,2,0,0,3,1,1,1,1,0,0,1,2
E00004232,5,2,2,1,3,0,0,2,4,2,3,2,1,1,0,3,1,1,0,2,0,2,0,2,2,0,5,0,0,2,4,6,4,2,4,4,2,5,4,3,1,2,1,5,3,1,2,3,6,7,2,3,1,0,2,5,4,1,0,3,4,3,2,6,3,2,1,6,2,5,3,6,1,9,4,1,0,2,4,3,4,2,3,1,1,1,2,0,3,2,3
E00004239,4,1,7,3,3,2,1,4,4,2,3,0,2,1,1,3,0,1,1,0,0,2,3,1,1,3,3,5,2,6,4,4,2,3,2,1,5,4,5,4,5,0,4,4,4,6,6,3,4,7,3,2,2,5,9,3,4,5,3,6,2,2,2,1,4,4,0,2,9,6,4,2,4,2,3,0,0,3,1,2,2,1,0,4,1,3,0,1,1,0,2
E00004242,2,1,2,0,1,3,0,2,0,2,1,0,3,1,1,1,2,2,3,0,2,0,1,0,1,3,4,6,4,2,2,1,4,1,1,2,2,1,1,1,1,2,0,4,1,2,4,0,4,4,3,2,4,7,5,4,2,0,4,2,0,4,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
E00004219,4,2,7,1,2,2,4,0,2,0,2,0,4,5,4,2,0,5,0,2,10,11,12,13,15,17,22,19,19,18,15,9,13,10,8,9,8,20,10,9,10,2,2,3,4,3,4,3,5,4,3,4,7,3,2,6,5,6,2,6,1,3,0,1,1,0,4,1,6,0,3,0,2,1,3,4,0,2,5,0,0,0,2,0,2,1,0,0,1,0,5
E00004230,5,6,6,1,7,1,3,4,1,3,1,0,5,1,1,2,3,0,4,3,8,10,9,10,9,7,7,3,6,5,7,3,3,1,5,6,9,7,4,4,3,5,7,2,9,6,9,1,9,4,8,7,3,2,6,3,4,1,2,2,2,4,1,2,2,5,2,1,1,0,6,6,5,6,1,3,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0
E00004236,2,4,2,2,3,1,5,3,0,0,3,0,0,3,4,1,4,0,3,3,3,1,3,2,8,12,10,8,8,14,4,9,2,4,6,6,6,8,8,10,8,4,2,4,5,6,5,12,6,2,2,4,5,4,7,6,6,1,4,6,1,7,0,5,1,3,3,3,2,2,0,1,2,0,1,1,1,1,2,3,0,2,0,1,1,0,0,1,1,0,0
E00004237,2,0,0,2,3,2,1,1,3,2,3,6,2,1,4,5,4,4,0,2,9,4,4,12,3,3,3,3,11,10,5,7,7,3,10,6,2,3,8,2,4,7,4,3,0,3,1,6,6,3,3,6,9,5,0,4,0,2,0,1,4,3,2,2,2,4,1,2,2,0,1,4,1,1,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
E00004240,4,1,4,3,4,1,2,3,0,5,1,1,2,0,5,0,6,8,0,4,9,9,11,10,17,10,6,16,21,9,11,9,6,7,4,8,5,7,6,8,8,5,6,2,10,3,1,2,4,4,3,2,6,8,1,9,4,2,2,5,4,2,1,4,3,1,4,2,3,4,2,5,3,2,4,0,2,3,1,0,1,2,1,0,0,1,1,0,0,1,2
E00004204,2,6,7,4,4,3,8,4,5,9,5,5,2,4,2,1,3,0,1,0,1,0,3,0,0,0,4,6,4,8,5,8,5,7,5,8,6,8,5,4,8,6,5,9,1,6,5,8,4,10,6,11,2,3,2,1,0,3,5,0,1,2,1,6,3,5,1,5,1,0,2,0,2,4,0,6,1,1,3,3,2,1,3,0,0,2,0,0,2,0,9
E00004229,5,5,5,1,1,3,7,2,1,7,5,4,1,4,1,2,1,1,2,1,1,7,2,3,9,5,9,8,9,8,13,8,8,10,2,3,6,7,8,11,6,11,8,6,4,9,10,6,3,6,9,4,5,5,2,2,4,6,2,3,4,2,4,0,4,1,2,4,7,1,1,2,3,3,0,3,1,0,1,1,1,1,3,0,1,2,2,0,0,0,0
E00004234,3,1,7,5,4,2,2,2,4,2,2,2,0,5,1,3,1,2,4,1,0,4,0,2,1,1,1,3,3,6,6,10,8,6,4,8,7,5,4,3,1,5,3,2,3,2,3,3,3,2,3,4,1,6,4,3,3,1,7,6,3,4,5,4,2,3,1,2,2,3,2,1,2,2,3,4,5,4,1,1,2,1,2,0,1,0,0,1,0,0,0
E00004238,5,6,2,1,4,5,5,4,4,4,2,6,1,1,1,3,2,1,2,2,1,5,1,4,0,3,4,5,8,5,1,8,6,8,4,6,9,8,5,6,7,2,4,5,7,5,5,6,6,3,5,7,9,3,4,5,2,3,3,5,0,2,4,1,2,2,1,1,3,0,0,2,2,3,1,1,1,5,0,0,2,3,0,0,1,1,0,1,0,0,5
E00004241,3,3,2,3,3,2,1,5,1,2,6,8,1,5,8,2,7,3,3,1,5,1,6,3,6,8,2,3,7,7,6,5,5,4,4,2,5,1,4,5,5,2,4,1,4,10,7,4,5,8,5,7,7,7,3,3,1,11,1,6,3,7,2,6,1,6,7,7,3,8,4,3,6,4,1,2,5,1,2,1,0,1,1,0,0,0,1,1,1,1,4
E00004243,1,1,3,3,3,2,3,7,5,3,1,4,6,1,3,4,6,2,3,0,0,1,4,4,4,3,4,6,4,5,5,2,6,3,0,3,1,7,3,2,4,5,2,1,0,3,5,5,5,3,4,4,7,7,7,4,1,1,7,4,3,2,3,2,3,4,1,0,7,1,1,1,3,0,4,0,3,0,0,2,2,2,3,3,1,1,0,0,0,0,2
E00004203,2,2,6,4,5,2,3,3,3,4,5,2,2,2,0,2,3,3,4,3,5,8,7,14,7,8,3,4,12,11,10,10,8,7,5,3,8,14,6,9,6,1,3,0,5,3,5,1,3,2,2,9,5,5,5,6,5,3,2,5,0,0,2,3,1,0,2,2,0,1,0,0,2,1,1,4,3,1,0,2,0,0,1,0,2,0,0,1,0,0,3
E00004205,2,2,5,4,5,4,4,1,3,1,1,3,2,4,2,4,5,12,19,5,10,7,11,6,12,5,7,17,9,12,9,10,6,6,3,6,8,9,3,10,9,5,5,5,2,1,1,5,5,9,5,5,1,5,3,7,9,5,7,6,3,2,2,6,3,1,0,3,2,0,3,0,2,0,2,2,0,0,5,0,1,2,2,1,1,0,0,0,7,0,1
E00004225,2,3,3,2,0,3,0,6,3,4,2,2,2,2,1,4,3,7,4,9,16,20,32,34,31,22,19,23,40,24,26,21,23,21,19,19,17,13,17,13,11,3,6,7,6,9,8,6,5,11,9,7,8,9,10,8,8,13,4,3,3,3,2,2,3,3,2,2,4,2,1,0,0,1,1,2,1,2,2,1,2,0,0,1,0,0,1,3,0,0,0
E00004235,3,2,1,3,3,3,1,5,2,3,2,6,4,1,3,13,14,7,4,1,16,10,13,7,7,5,19,25,9,17,12,14,10,17,12,13,8,9,10,12,5,6,2,9,7,4,5,4,8,6,5,5,7,12,6,1,5,4,2,11,1,4,3,2,4,5,1,0,2,2,1,1,1,0,0,1,2,3,2,0,0,0,1,0,1,0,0,0,0,0,1
E00004249,4,2,3,3,2,0,2,4,3,0,4,3,1,1,0,5,0,0,0,0,4,0,2,7,5,2,4,7,4,5,8,11,10,3,10,6,5,4,0,6,3,4,4,6,3,5,3,6,6,2,1,4,4,3,1,5,2,2,2,7,3,2,0,3,3,3,3,0,1,2,1,3,2,1,2,2,0,3,0,3,0,4,2,0,0,1,0,0,0,0,0
E00004252,2,1,0,1,2,2,11,2,8,6,5,0,4,4,3,0,0,0,7,6,6,1,4,3,5,3,7,4,5,1,10,2,5,4,6,4,5,4,3,4,1,6,2,2,6,3,2,5,6,8,3,6,4,6,3,5,4,6,4,4,5,7,5,2,1,2,3,6,2,1,2,0,3,3,1,2,3,0,3,0,0,0,0,1,0,0,0,0,0,0,2
E00004255,0,6,5,2,3,2,11,2,2,7,3,7,0,2,1,6,2,6,3,5,10,8,15,9,14,5,9,10,7,7,11,11,11,9,11,6,5,3,7,1,5,4,5,6,2,2,1,7,4,5,3,7,3,1,4,6,3,5,5,6,2,6,3,6,2,3,2,4,0,1,1,0,4,1,2,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2
E00004258,4,3,0,5,3,1,3,0,2,4,3,1,0,1,2,3,0,2,0,0,6,5,9,7,16,11,5,8,14,11,15,15,5,13,4,8,8,7,4,1,4,9,3,9,3,2,3,1,0,2,6,5,3,5,3,3,7,4,1,6,3,2,0,2,4,0,2,1,0,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,2,2
E00004279,2,0,6,2,0,1,0,1,3,2,4,0,3,2,2,3,1,1,0,2,5,7,7,7,6,7,5,9,9,7,11,21,8,7,10,8,7,0,5,1,12,5,4,2,6,1,5,6,3,6,4,3,4,5,5,5,8,2,0,4,2,3,7,1,2,0,1,3,1,3,0,0,1,1,1,3,1,0,0,1,0,2,0,0,1,2,0,0,0,5,2
E00004281,3,5,0,4,6,5,6,11,1,4,5,2,2,1,1,6,1,0,7,1,2,4,2,7,3,5,6,5,7,8,13,12,11,7,6,7,6,5,4,7,5,2,4,4,4,6,6,2,5,3,2,3,2,0,6,2,6,6,0,4,3,1,3,5,1,1,4,2,1,2,2,1,0,4,1,1,1,1,0,0,0,4,1,2,3,2,2,0,0,0,2
E00004246,5,2,6,0,3,4,6,3,0,2,7,1,4,4,3,10,0,20,12,38,29,35,50,69,81,47,76,45,43,38,23,31,25,12,9,15,6,8,10,2,4,1,2,6,3,7,3,10,2,5,5,3,3,3,0,7,3,3,4,4,0,5,1,2,0,0,3,4,2,1,3,2,0,2,3,0,2,1,2,1,4,0,0,2,0,0,1,0,0,0,0
E00004250,1,1,3,2,1,3,0,8,1,5,5,3,8,2,4,7,12,3,12,3,1,10,9,7,6,14,14,11,6,22,10,14,15,6,5,5,5,9,2,7,5,8,2,9,4,2,2,4,5,8,2,12,9,1,1,4,0,1,1,2,1,2,2,2,6,5,2,4,0,5,6,2,0,0,4,2,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0
E00004251,1,2,2,0,2,1,0,0,2,3,1,1,1,4,4,8,3,9,2,7,14,8,1,6,13,3,5,9,6,10,7,2,5,6,3,5,3,4,4,4,2,3,4,2,3,2,4,4,6,4,2,4,0,3,6,1,3,5,2,5,6,2,0,0,3,0,7,2,6,1,0,6,1,1,5,2,0,0,1,0,7,1,1,3,6,0,1,0,0,1,1
E00004280,0,3,0,1,1,2,2,2,3,2,0,4,3,5,0,10,4,0,3,5,4,3,6,4,7,5,4,9,13,7,16,6,5,2,5,4,3,6,6,3,6,2,1,1,4,3,3,4,2,1,3,8,4,6,2,7,5,4,2,3,3,1,2,0,5,2,1,2,2,1,5,3,5,0,3,1,1,1,0,0,5,2,0,6,0,0,1,1,0,0,1
E00004245,2,2,9,3,1,4,3,3,7,2,7,9,3,4,3,2,1,2,2,0,3,7,6,5,6,3,1,6,1,5,6,6,4,4,4,5,5,3,6,6,6,1,4,10,5,4,3,3,5,9,3,12,3,4,6,6,7,4,9,14,5,3,6,3,4,3,8,5,1,3,6,2,1,1,1,5,5,3,0,2,2,0,4,1,0,1,0,0,1,1,0
E00004247,3,8,2,7,7,5,7,6,6,5,5,7,6,10,4,1,4,1,7,42,134,87,81,86,67,27,24,14,14,8,14,6,12,6,7,9,7,6,9,7,7,4,5,4,4,6,7,5,9,8,5,6,4,3,1,6,6,2,8,3,8,8,2,6,1,2,6,3,6,8,3,5,2,1,6,0,9,4,5,1,3,3,0,2,0,1,2,0,0,0,2
E00004248,8,5,1,3,8,1,0,3,2,4,4,1,2,6,5,2,1,1,5,4,7,13,12,10,9,8,11,10,6,6,13,8,3,6,10,6,8,10,5,7,8,10,6,4,9,4,6,6,7,11,7,3,3,9,6,13,3,5,7,4,10,8,4,10,1,3,7,4,4,1,2,1,1,7,0,6,1,1,4,1,2,4,4,1,0,0,0,0,0,0,0
E00004254,0,4,2,3,3,8,7,5,6,5,7,3,7,5,5,4,2,3,1,2,6,5,3,6,2,4,2,6,4,4,7,4,3,3,3,3,6,6,4,3,3,6,5,3,3,2,5,4,4,5,4,2,4,4,6,7,4,9,7,5,5,4,3,2,4,4,2,4,2,1,2,1,0,3,2,0,0,2,1,2,3,0,0,0,1,0,0,1,0,3,0
E00004273,0,1,4,2,5,1,7,7,5,4,4,8,5,3,3,2,2,3,2,3,1,2,7,7,11,5,8,9,9,8,20,13,8,8,10,8,9,8,6,8,10,4,3,6,2,3,11,4,6,4,8,4,5,2,3,4,8,4,2,5,1,2,7,11,3,3,3,1,0,4,7,4,7,5,5,1,2,3,5,5,3,3,0,0,0,2,0,1,1,0,2
