oa11cd,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E00004276,3,6,3,3,4,4,7,3,4,6,8,0,5,8,5,1,2,1,1,1,0,1,1,3,5,1,1,2,4,3,7,3,3,5,5,7,3,5,7,6,7,5,5,3,6,3,4,1,4,1,3,4,3,6,4,6,3,5,3,4,6,3,1,7,4,6,3,4,3,3,2,4,4,2,4,3,2,3,0,1,1,4,0,1,3,1,0,0,0,0,0
E00004253,7,7,2,4,3,3,1,2,1,3,6,3,8,14,6,2,8,5,9,8,15,8,17,12,20,19,16,14,22,17,21,16,11,8,12,9,14,9,9,8,7,3,4,3,6,6,1,3,3,3,4,5,6,4,5,2,7,5,2,4,1,7,4,2,1,0,1,1,2,2,1,2,2,2,1,1,2,0,3,5,2,0,0,1,0,0,0,0,0,1,10
E00004256,6,3,2,6,1,4,4,9,5,2,2,3,7,5,5,6,13,8,2,9,16,10,6,16,14,6,6,13,12,12,16,13,9,8,8,11,7,6,6,5,7,5,5,7,4,3,2,5,4,8,6,3,5,2,2,3,0,3,6,2,3,8,5,2,4,1,2,3,3,1,2,4,0,2,1,0,7,3,1,0,5,2,5,1,1,0,0,1,0,0,4
E00004259,3,5,6,2,2,1,8,1,10,4,5,4,4,4,3,5,7,6,7,6,7,10,11,16,11,7,12,8,8,9,5,6,2,10,5,5,5,3,4,3,5,2,2,2,1,4,5,3,3,2,3,2,5,2,5,6,2,3,4,7,0,7,1,1,5,1,1,0,4,1,1,3,3,0,1,1,8,1,0,0,2,0,0,1,0,1,0,0,0,1,1
E00004261,1,1,1,1,3,2,0,1,5,8,6,7,7,1,3,2,10,0,11,8,7,10,8,15,9,8,13,15,9,4,11,11,3,5,7,4,2,6,4,6,4,1,4,3,0,0,4,4,4,7,4,4,3,2,2,2,7,5,3,1,0,2,4,3,6,1,2,2,0,3,1,2,2,2,1,4,1,1,0,4,0,4,0,1,1,0,0,0,0,0,4
E00004264,2,3,3,2,2,3,6,4,6,5,3,1,2,2,1,5,0,1,2,4,8,11,7,9,15,10,7,21,12,14,10,12,11,12,15,11,14,9,9,10,7,7,5,7,4,5,2,3,3,1,4,3,2,2,2,5,4,3,2,6,6,1,3,3,3,2,1,5,1,2,2,1,4,2,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2
E00004244,7,6,5,8,11,5,8,5,3,8,1,7,2,6,2,4,5,5,2,1,5,1,3,2,4,6,2,11,3,4,11,6,3,14,13,6,9,2,4,4,5,3,3,2,4,4,1,5,4,2,5,4,6,2,4,5,4,1,4,2,4,7,2,4,3,1,2,3,3,1,3,3,1,4,1,0,2,2,2,0,0,0,0,1,0,3,0,0,0,0,1
E00004257,7,1,9,1,5,5,1,6,3,3,3,4,3,3,4,4,1,0,0,0,0,2,1,3,6,5,4,7,12,5,9,7,9,5,9,5,6,4,6,5,3,3,6,7,2,5,4,2,4,3,7,4,4,3,3,6,3,1,2,3,4,2,2,2,2,0,2,0,1,0,4,1,1,0,1,6,4,2,1,2,0,0,0,0,0,2,0,0,7,2,2
E00004260,10,7,16,6,8,13,9,18,11,7,15,9,5,12,6,5,1,6,3,3,3,4,1,4,5,3,3,1,6,5,6,3,7,7,5,8,2,8,3,6,7,7,3,4,6,2,9,7,6,4,3,3,3,5,6,3,4,1,2,2,5,5,2,1,2,1,5,3,2,2,4,0,2,1,0,0,0,1,4,2,0,1,0,0,0,0,0,4,0,0,0
E00004262,8,6,10,9,9,3,4,5,1,6,10,1,6,5,6,3,9,1,2,4,5,8,4,5,7,10,9,8,11,7,12,15,13,10,7,4,6,5,9,4,3,7,9,11,8,3,7,3,4,1,4,1,8,2,8,8,4,2,5,5,5,5,8,2,2,9,5,1,4,0,1,1,3,2,0,0,0,0,1,0,1,0,0,1,1,0,2,1,0,0,1
E00004263,6,4,2,4,7,11,7,9,17,9,9,11,11,7,6,7,10,5,7,6,2,2,4,4,6,3,6,7,9,4,6,5,8,7,4,4,8,5,9,2,1,5,3,5,5,5,9,0,4,5,6,3,4,3,5,8,6,4,3,4,3,8,2,5,3,3,3,6,1,0,1,0,5,1,1,3,2,0,0,0,3,1,1,0,0,0,0,1,0,0,1
E00004270,7,7,7,3,9,1,3,8,5,3,4,5,2,4,3,7,2,5,6,6,23,33,22,35,27,19,14,19,11,13,17,20,12,9,17,11,11,9,14,12,8,9,7,8,9,4,8,4,6,6,5,7,5,2,3,3,2,0,6,1,4,0,1,1,2,2,3,6,3,2,3,2,5,2,3,0,1,0,0,0,2,1,0,1,3,0,0,1,0,0,3
E00004271,2,9,2,5,5,3,4,2,4,2,4,0,2,5,3,3,2,1,4,5,9,6,19,15,11,16,13,18,13,16,13,11,9,10,10,4,12,7,6,6,4,5,7,4,3,6,5,6,4,3,3,7,3,5,3,2,3,3,2,8,3,5,4,3,5,5,6,2,2,5,2,1,2,4,0,3,1,2,1,1,1,0,0,0,0,0,0,1,0,0,0
E00004275,0,1,2,5,2,2,4,1,2,0,7,4,2,0,3,5,5,3,0,1,0,3,4,6,5,4,6,3,4,5,4,7,3,3,4,1,5,1,1,4,6,4,3,3,4,1,3,1,4,2,3,1,4,6,1,3,2,6,1,4,3,1,0,0,2,3,2,2,1,3,3,4,4,0,3,1,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0
E00004277,1,2,3,1,2,3,2,0,2,5,1,2,1,2,0,1,4,0,0,1,3,3,8,2,7,4,6,6,4,6,1,5,5,5,2,6,2,8,4,10,3,4,4,6,2,2,1,2,4,5,4,6,7,2,3,4,3,3,3,1,5,2,4,1,2,1,3,2,2,3,3,6,2,3,4,2,3,1,0,2,2,0,0,1,1,1,1,0,0,0,0
E00004278,0,0,3,0,1,0,5,1,6,1,1,3,5,7,2,5,6,0,4,4,0,8,8,5,7,5,6,10,7,3,5,7,4,6,2,5,4,8,4,2,3,5,2,5,2,6,4,3,3,2,0,7,3,0,5,4,3,0,2,2,3,2,1,1,0,3,4,5,1,5,0,0,1,2,0,3,2,0,0,1,2,1,1,2,0,0,1,0,0,0,0
E00174656,1,0,1,2,1,0,3,0,3,1,0,0,2,3,1,0,0,0,0,1,4,9,11,5,13,5,5,5,11,8,8,6,5,3,5,5,8,3,5,5,4,2,1,3,2,2,1,1,0,3,4,4,4,2,1,4,2,3,0,0,0,0,1,0,0,0,0,0,0,3,0,2,5,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
E00174657,3,1,2,4,7,2,3,4,9,3,8,6,3,9,4,4,6,7,2,3,5,7,11,7,13,6,1,9,5,6,1,9,5,3,7,3,4,2,4,3,7,1,8,6,9,5,4,3,4,1,3,2,2,4,5,2,1,1,3,0,3,2,0,1,0,2,0,1,4,0,0,3,3,2,0,1,2,1,1,0,1,0,2,0,0,0,0,0,0,0,1
E00174658,3,0,1,2,0,2,4,0,0,1,1,1,1,2,0,2,0,0,0,0,1,4,6,5,1,5,7,2,3,4,3,3,1,4,1,10,1,8,1,4,2,4,2,0,5,2,1,2,0,1,2,7,0,5,3,2,1,1,1,2,2,0,3,2,2,3,0,2,4,2,3,2,0,2,0,1,0,1,0,0,0,0,1,1,0,0,2,1,1,0,5
E00004265,3,7,0,4,0,5,2,0,3,3,1,7,3,7,1,2,2,4,1,3,3,4,3,2,5,11,3,9,9,9,12,8,4,6,9,6,4,5,3,4,4,3,2,3,5,4,6,3,0,2,2,8,5,2,7,6,8,2,0,5,4,0,3,2,0,6,0,4,0,4,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0
E00004266,3,4,5,5,8,5,4,3,7,4,2,6,5,7,7,5,7,6,10,6,4,4,4,4,10,8,14,4,9,6,9,11,7,6,11,4,3,8,6,7,5,2,5,8,4,3,4,5,2,2,9,4,7,7,7,7,5,4,2,3,3,8,4,3,3,3,1,3,0,3,1,1,1,0,0,1,1,2,1,1,0,3,0,3,0,2,1,0,0,0,0
E00004268,2,4,4,4,8,4,3,5,2,2,4,7,5,3,0,1,5,4,5,8,4,2,2,8,5,14,7,5,11,9,8,15,7,6,6,5,4,6,6,5,5,3,1,2,3,4,2,8,3,4,3,2,7,8,5,6,3,4,4,0,1,6,3,6,7,3,6,6,5,1,2,3,2,0,2,1,0,0,2,3,0,2,0,0,0,0,0,0,0,0,1
E00004269,2,3,1,0,0,2,4,1,2,1,0,4,1,0,5,0,2,2,3,1,2,7,3,5,3,3,4,9,7,11,8,4,3,5,6,8,4,5,5,3,3,2,1,2,1,5,4,3,2,3,1,5,5,4,5,5,3,7,1,2,2,0,1,3,0,3,2,4,4,0,3,0,1,3,1,2,0,2,0,1,1,1,0,0,0,0,0,1,0,0,2
E00004272,0,0,3,5,3,2,2,3,4,4,3,5,4,7,7,2,6,4,1,2,2,2,5,0,1,10,6,10,7,8,1,6,4,5,5,1,0,1,4,6,3,1,3,1,1,3,4,3,3,9,2,2,4,8,10,6,3,4,5,8,3,6,4,4,6,4,6,5,1,2,4,3,0,4,4,3,3,2,2,2,1,2,1,1,1,4,0,1,0,0,2
E00004274,10,0,4,2,1,3,2,3,3,3,3,7,6,3,3,1,2,3,2,2,2,4,4,5,4,9,12,1,5,6,5,8,5,10,5,7,5,6,1,0,4,5,4,4,2,6,7,2,4,0,5,2,4,7,3,4,5,5,3,9,8,5,5,6,7,1,4,4,4,3,0,0,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3
E00004295,6,3,7,2,8,13,6,6,8,3,13,7,9,6,10,6,4,7,5,4,3,0,10,3,11,5,10,7,8,13,8,15,8,8,12,4,8,12,7,9,12,13,6,8,14,11,5,11,5,9,1,5,2,2,5,5,5,3,5,2,7,1,7,2,3,2,2,2,2,3,4,3,7,2,5,4,4,0,1,5,2,2,4,1,1,3,0,1,0,4,6
E00004296,5,7,5,6,5,4,12,6,9,10,4,22,13,14,14,3,4,4,5,5,4,9,9,7,6,6,10,4,8,7,6,9,8,5,6,7,6,6,8,6,8,8,7,7,9,12,2,9,0,14,6,6,7,6,9,9,4,7,3,7,6,6,4,1,8,7,3,6,3,2,1,3,3,1,3,0,3,0,1,2,0,3,1,0,1,2,0,0,0,0,2
E00004298,0,4,2,2,2,0,3,3,3,2,17,4,14,7,4,1,4,3,5,0,11,6,3,8,8,7,7,8,8,4,6,7,8,9,5,6,3,4,3,1,3,3,6,0,4,3,9,4,7,4,4,6,5,5,4,6,4,7,4,8,1,2,7,6,1,4,2,2,6,4,2,1,1,0,1,4,2,0,0,0,1,2,0,1,0,0,0,2,0,2,5
E00004303,2,5,2,5,3,0,2,1,4,4,10,14,2,5,2,2,5,3,4,3,2,3,2,2,4,9,4,6,5,3,5,7,3,4,7,6,3,5,3,5,4,7,4,4,3,0,7,1,2,3,3,5,1,4,5,6,6,3,3,0,4,4,1,5,5,6,10,9,3,3,8,3,5,4,3,5,4,4,2,0,0,3,0,1,1,1,1,0,0,0,1
E00004311,6,3,3,6,0,2,2,9,4,6,6,6,11,8,10,4,8,6,6,3,0,6,3,4,10,3,6,4,7,7,1,6,5,3,3,4,7,2,6,4,5,3,3,5,5,10,5,11,12,8,7,7,1,6,3,3,3,3,5,3,3,2,5,1,1,4,2,3,1,0,2,0,0,1,1,2,3,2,2,1,1,3,1,2,0,1,0,0,3,0,3
E00004300,0,0,7,2,3,4,4,4,1,2,8,2,7,3,6,4,2,9,2,0,2,3,6,2,3,7,19,13,7,6,16,8,5,6,8,6,5,4,5,10,5,1,1,5,5,7,7,8,7,4,4,9,5,6,5,2,3,6,2,5,5,5,3,3,1,2,2,6,1,1,0,1,1,0,1,1,1,2,1,3,1,1,0,4,1,0,2,0,0,0,2
E00004301,10,9,6,7,9,14,10,8,7,10,3,9,2,5,4,5,3,8,3,6,5,4,6,10,6,9,11,26,24,21,16,18,11,16,18,17,8,17,13,12,11,10,9,7,10,8,11,6,2,11,11,13,12,13,7,6,6,2,14,6,10,6,3,4,5,6,4,5,0,5,3,5,1,4,3,1,2,1,2,2,0,0,0,0,0,0,1,1,0,2,0
E00004302,4,4,5,7,2,3,4,2,0,2,1,2,2,4,1,2,1,2,1,2,2,5,2,3,1,5,6,15,8,9,9,9,6,12,10,5,6,5,6,6,3,3,3,3,4,2,5,7,4,2,3,6,4,7,4,4,3,4,3,5,4,5,5,8,2,1,2,3,3,1,0,3,3,1,4,0,0,0,3,1,0,3,0,1,0,0,2,0,0,0,4
E00004314,6,3,6,2,6,5,1,2,5,1,3,2,2,2,7,0,2,0,0,2,3,1,6,4,6,17,19,17,13,15,9,13,7,14,15,7,11,8,9,7,6,6,3,2,4,2,7,4,6,6,4,3,6,8,3,0,4,2,4,3,1,2,2,2,2,3,5,0,0,0,1,3,0,0,0,2,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0
E00004316,3,4,1,4,1,1,0,3,0,2,0,2,0,2,2,1,1,1,2,1,2,3,2,4,2,3,4,5,7,12,11,5,6,7,4,3,4,4,4,2,3,3,4,4,2,4,4,3,3,2,7,3,5,2,1,0,4,1,1,1,2,3,1,1,3,0,2,1,2,2,4,1,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,2,2,0
E00004319,5,2,8,3,6,2,1,3,7,0,2,0,5,1,2,1,2,2,2,0,1,2,6,6,4,8,15,17,5,17,11,13,6,10,10,7,6,5,9,9,1,4,3,2,5,7,3,5,3,4,1,2,4,2,2,1,1,0,1,1,3,2,6,1,6,2,0,1,0,2,1,2,1,1,2,2,3,2,0,2,1,0,0,0,0,1,2,0,0,1,0
E00004307,9,6,5,12,8,4,8,6,5,2,9,1,7,7,3,8,4,11,1,2,1,6,5,4,3,7,6,12,9,7,12,5,8,6,7,2,7,8,9,3,7,6,5,6,6,7,5,9,6,5,5,2,9,3,6,5,1,5,3,9,5,1,5,4,5,4,2,5,6,8,5,5,6,6,4,6,1,3,4,5,4,3,3,0,0,0,3,0,0,0,3
E00004308,4,1,0,5,3,1,3,3,4,2,4,3,6,6,3,8,3,7,5,3,5,0,1,3,3,10,9,7,9,6,6,5,4,5,7,3,8,7,2,3,4,3,6,6,5,1,7,2,9,5,2,1,2,5,4,4,6,1,2,1,2,1,0,0,0,3,1,3,0,3,1,3,5,5,1,1,3,0,4,1,0,2,2,0,2,2,1,0,0,0,0
E00004312,3,3,3,4,5,2,3,3,2,6,5,2,3,2,7,4,0,0,7,2,2,2,2,7,4,4,3,9,15,6,9,9,6,5,5,3,10,2,10,6,1,5,5,3,3,3,4,5,3,12,2,6,2,5,2,3,1,1,2,9,2,5,0,4,4,1,0,1,0,1,3,3,4,2,2,0,0,0,3,2,2,5,4,0,1,0,2,0,0,1,4
E00004317,1,3,4,4,3,6,2,6,8,6,4,1,5,4,4,2,6,6,0,2,4,5,5,6,11,14,17,17,13,14,16,17,13,15,10,7,5,8,11,7,2,6,9,7,8,7,3,5,11,3,2,5,6,7,4,3,3,12,2,1,2,3,5,4,2,2,4,2,2,3,1,1,3,5,1,0,4,1,0,0,2,0,2,0,1,2,0,2,0,0,0
E00004318,2,2,6,3,1,8,6,6,7,3,7,1,3,0,1,2,1,0,4,4,4,1,0,3,9,11,10,13,7,16,15,13,10,8,12,6,13,5,3,8,4,3,7,1,5,5,2,4,3,3,5,3,4,4,1,3,5,2,2,3,8,4,4,1,2,1,0,4,1,3,3,1,0,5,1,1,4,3,2,6,0,2,0,0,2,0,2,0,0,0,0
E00004305,3,3,3,3,11,7,7,4,9,4,8,4,14,6,8,8,8,9,2,7,6,3,17,3,6,5,8,7,7,11,6,6,5,2,6,3,2,11,8,5,8,5,3,9,14,5,11,10,15,7,5,5,2,2,4,7,1,3,6,4,5,3,2,1,2,3,1,2,3,6,3,3,2,3,1,3,1,2,1,2,3,4,5,2,1,0,0,1,0,1,4
E00004306,2,5,2,1,1,6,5,4,5,7,4,4,5,1,1,5,2,2,0,2,3,1,6,6,5,7,11,6,7,7,3,8,3,8,8,12,14,8,5,9,4,8,9,3,11,5,12,3,4,3,5,2,3,6,3,1,6,1,6,2,4,1,1,3,4,0,1,3,2,3,5,2,5,1,1,3,3,5,6,4,1,0,0,1,0,0,2,2,1,2,6
E00004310,5,11,4,7,6,4,8,4,6,3,12,4,10,2,7,2,3,1,2,1,2,3,3,2,5,3,7,7,2,3,9,8,5,5,7,7,5,4,4,12,3,8,4,8,6,7,6,3,9,12,4,10,1,4,4,3,1,3,2,3,2,3,6,1,1,2,4,5,4,4,4,4,2,2,3,1,2,3,1,2,2,0,1,0,0,1,3,0,0,3,5
E00004313,5,5,6,5,2,3,1,3,1,3,3,4,5,5,3,4,3,0,4,2,2,2,2,3,2,7,4,9,7,8,11,4,13,5,8,10,4,5,13,8,5,4,4,8,5,12,11,2,2,1,3,5,3,3,0,3,2,1,2,1,2,3,1,0,1,0,2,5,0,1,2,3,1,3,4,10,4,1,4,2,2,0,2,3,2,1,1,0,0,3,4
E00004315,1,8,2,7,6,3,5,7,3,1,5,1,6,2,2,1,0,1,1,2,1,1,1,1,7,5,10,13,13,12,8,12,11,8,11,9,8,9,11,8,6,6,3,2,6,9,6,3,4,5,5,1,4,2,5,5,3,3,3,2,1,3,6,3,2,3,3,5,3,4,0,0,1,4,5,0,4,1,0,2,4,1,5,0,2,1,0,0,0,0,4
E00004282,4,6,4,7,6,5,8,4,6,4,4,3,0,3,0,1,0,1,11,0,3,3,2,4,12,7,7,4,10,11,12,8,3,10,8,7,7,6,6,9,3,3,2,7,4,3,2,3,3,4,3,3,4,2,2,5,1,5,2,6,3,4,2,1,3,3,0,3,1,2,0,0,4,2,2,1,0,3,0,0,0,3,1,0,0,1,0,0,1,0,0
E00004284,5,1,9,1,3,10,4,1,4,2,5,6,2,1,2,1,4,2,2,1,0,5,7,2,10,8,9,14,12,9,12,5,7,4,7,6,5,4,6,4,6,2,2,4,3,3,2,3,3,3,1,4,2,3,0,6,3,2,1,5,0,6,3,0,4,2,3,1,1,0,1,2,2,4,4,0,0,2,1,0,0,0,2,1,0,0,1,0,0,0,0
E00004286,4,3,1,2,2,4,5,4,6,8,2,2,5,0,2,1,3,4,1,3,6,7,2,7,9,10,4,8,10,10,11,9,9,5,7,7,4,4,6,7,7,5,7,6,6,6,3,3,4,2,7,1,2,2,0,2,1,2,1,2,2,2,5,3,0,7,3,2,4,1,2,8,2,2,4,0,5,0,2,1,3,1,1,1,1,0,0,0,0,0,1
E00004287,4,8,5,6,4,2,0,0,5,0,5,2,1,1,3,10,7,7,5,3,3,4,6,4,14,17,11,15,14,17,15,9,17,8,12,6,8,9,7,6,5,7,3,7,5,3,3,2,2,0,2,2,4,2,1,2,2,10,2,1,2,1,1,2,4,1,4,0,5,0,0,4,2,4,3,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
E00004289,2,4,4,1,2,0,2,2,1,4,3,3,1,0,1,1,1,0,0,0,4,3,4,3,3,7,5,5,14,7,12,7,13,3,6,6,5,7,5,10,4,4,3,7,3,4,1,5,5,2,0,0,3,2,2,1,4,2,2,2,0,3,1,0,2,2,0,4,1,4,2,4,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0
E00004290,6,3,5,3,6,1,7,8,5,6,4,3,5,4,3,2,6,2,0,3,1,5,3,2,8,6,7,7,12,8,12,19,12,12,10,11,6,5,6,10,5,3,4,5,4,6,5,5,3,5,3,2,1,8,2,3,2,1,2,2,1,0,5,0,2,3,1,2,1,1,4,1,4,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
E00004283,2,4,3,4,5,1,3,4,3,4,6,1,1,1,1,2,3,1,1,2,0,0,1,4,5,8,10,4,11,8,4,7,6,4,8,2,2,6,5,4,2,2,4,6,4,6,5,3,7,2,2,8,1,2,1,6,4,2,4,1,3,5,1,5,2,4,4,3,3,4,3,4,6,5,2,1,3,0,3,0,0,1,0,1,0,0,0,0,3,0,0
E00004288,2,2,0,4,7,6,1,4,3,3,6,0,2,2,2,0,1,4,2,2,1,5,7,5,2,7,10,9,6,4,6,12,8,11,10,7,3,8,6,8,7,5,2,5,2,7,4,4,7,7,6,3,6,2,2,0,6,5,3,2,2,6,2,2,2,3,1,2,0,1,4,4,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
E00004291,3,6,5,4,8,8,6,7,13,6,8,5,7,7,4,6,3,7,10,3,8,1,11,4,4,7,5,8,6,5,5,6,14,9,8,9,5,7,7,7,5,4,5,7,5,4,8,3,5,12,8,4,3,6,3,8,5,1,7,8,2,5,0,2,6,4,3,6,1,1,5,2,7,2,6,5,2,2,0,2,2,1,0,0,1,0,4,0,0,1,0
E00004292,4,5,6,15,8,9,10,10,14,7,11,9,10,6,7,7,8,8,6,11,6,8,7,10,12,6,9,5,9,8,4,2,3,3,7,5,6,13,7,1,7,4,5,11,7,9,8,5,6,6,3,9,5,3,5,6,7,4,2,2,4,1,2,1,0,3,1,3,2,0,2,2,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3
E00004293,5,3,4,2,2,3,3,3,4,4,4,1,4,5,4,3,3,1,1,0,4,4,7,12,12,3,3,10,13,6,9,11,6,6,2,8,5,5,5,6,4,4,2,4,2,0,5,1,2,10,8,1,6,1,2,2,2,4,5,1,4,1,6,2,2,2,1,3,1,2,2,2,0,0,1,2,1,1,1,0,0,2,0,3,1,0,0,0,0,1,0
E00004294,4,5,6,4,6,4,3,0,3,3,1,3,1,0,2,5,3,2,3,1,0,5,9,7,14,11,29,19,23,18,17,17,15,16,10,11,10,10,8,9,9,4,8,6,5,4,4,2,6,3,0,2,3,2,4,2,2,2,1,3,0,1,0,4,0,3,3,2,2,6,5,0,4,0,2,2,1,0,3,0,2,1,0,2,1,0,2,0,0,1,0
E00004285,2,5,6,3,9,1,3,3,3,2,1,2,4,2,0,3,2,2,6,1,0,2,5,5,7,6,10,9,11,10,11,13,12,11,14,7,11,10,10,9,5,5,8,6,2,6,6,5,3,6,1,2,2,4,9,3,1,0,5,6,0,0,4,1,3,1,1,2,3,2,0,2,2,1,2,0,0,1,2,2,0,0,0,0,1,1,0,1,1,0,2
E00004297,1,0,7,2,3,2,4,2,6,3,3,5,3,2,0,0,1,3,1,0,1,5,0,3,4,12,9,8,10,10,7,8,10,9,6,3,3,8,9,6,5,6,8,6,9,4,3,6,7,2,5,4,5,4,6,5,7,3,4,2,4,6,3,1,2,2,4,0,3,4,2,2,0,0,3,0,4,3,0,0,3,1,0,5,0,0,0,1,0,0,2
E00004299,9,5,5,7,4,5,13,6,8,6,5,2,5,6,2,1,6,8,1,4,1,2,3,1,3,7,5,4,7,8,4,9,5,8,6,9,4,3,12,3,7,5,1,7,4,4,6,5,5,1,2,5,6,4,4,2,8,4,3,3,1,3,1,0,4,2,2,10,6,1,4,4,1,1,5,1,3,0,1,5,5,7,0,7,1,0,2,0,3,0,1
E00004304,1,3,2,3,2,4,3,8,7,3,3,4,2,2,4,10,5,4,8,4,4,2,2,5,8,15,14,16,14,13,22,20,12,16,10,9,9,11,7,11,9,4,8,4,12,6,7,7,3,2,5,6,2,10,3,7,6,3,6,1,5,5,1,4,4,5,4,3,0,2,2,2,1,1,3,3,1,0,0,0,3,0,0,1,2,0,0,1,1,0,0
E00004309,0,4,4,4,2,9,5,10,7,10,7,7,9,2,5,2,11,7,7,7,1,0,3,3,7,8,6,6,4,4,3,9,8,3,2,7,5,5,10,4,5,7,12,9,6,9,6,5,7,5,5,6,1,4,5,2,3,7,2,0,1,4,0,0,1,0,3,3,1,2,2,1,1,2,0,1,0,0,0,1,0,0,0,2,0,2,0,2,0,0,0
E00004323,5,14,5,7,5,12,11,13,10,6,11,10,5,5,8,30,5,11,14,14,5,14,10,20,34,26,9,20,15,14,12,17,10,15,13,11,7,4,8,6,9,9,6,8,7,6,5,8,4,2,7,8,5,6,6,3,2,1,5,3,2,2,1,0,2,5,2,0,6,2,0,1,2,2,2,5,0,2,0,0,2,3,2,2,0,0,0,1,0,0,0
E00004328,3,8,8,7,7,10,9,14,2,7,3,5,3,2,8,30,0,17,5,3,12,0,2,4,9,2,4,4,2,8,8,9,1,8,6,8,9,2,7,7,17,4,5,3,7,6,5,7,8,5,4,4,5,2,2,3,5,1,4,4,2,1,2,1,1,2,2,3,4,1,2,6,5,7,2,3,0,4,1,5,4,3,2,0,0,1,0,0,0,1,11
E00004353,3,6,5,11,8,3,2,5,4,7,2,4,3,6,6,10,16,10,13,14,5,11,8,4,4,4,4,4,3,5,9,3,2,1,9,3,8,3,3,4,4,5,7,4,4,5,8,6,3,3,6,9,3,4,1,4,5,4,1,5,3,1,2,2,2,0,0,1,5,7,7,8,5,9,7,1,3,3,3,2,10,6,7,3,0,7,3,2,2,2,7
E00004354,3,2,0,2,1,6,2,9,1,5,8,2,5,4,4,6,26,0,17,4,5,0,2,4,4,0,8,3,3,3,4,3,1,1,3,6,3,8,4,3,8,1,1,4,8,4,5,1,9,3,4,2,1,1,3,4,3,4,4,0,2,5,3,5,1,2,1,8,4,3,1,6,4,4,5,4,5,0,3,5,0,2,0,1,1,0,0,4,2,1,3
E00004358,3,0,8,5,4,5,14,4,9,9,3,10,3,4,4,20,26,23,22,6,9,6,8,20,11,13,11,14,5,12,4,7,10,6,8,4,4,8,3,10,6,6,3,7,7,5,5,5,3,5,3,6,5,3,6,7,6,4,4,5,4,4,5,4,3,2,1,3,2,7,3,0,3,0,3,0,6,4,2,2,3,2,3,2,4,4,0,0,0,2,3
E00004324,1,1,4,2,3,8,11,6,4,9,2,8,3,4,3,10,2,6,4,3,2,1,2,1,3,3,4,5,5,0,4,7,2,4,2,1,4,5,6,6,4,3,5,7,4,15,3,7,5,14,5,3,3,4,3,4,2,3,5,7,3,2,5,1,4,2,4,0,3,3,4,3,3,8,3,7,0,0,2,0,3,3,3,2,2,1,2,1,0,0,8
E00004325,1,2,3,5,4,12,7,7,8,14,4,1,9,6,1,9,8,6,6,5,1,0,2,1,1,2,2,1,5,5,2,3,7,0,3,7,5,2,9,4,6,3,4,3,7,6,6,7,6,6,3,3,3,2,4,4,5,4,4,2,3,0,4,1,1,0,1,1,2,2,3,0,2,6,1,2,2,0,1,0,2,0,4,0,1,0,0,1,0,0,2
E00004330,5,5,9,8,11,1,8,7,7,7,8,3,4,4,2,6,3,5,2,2,1,1,2,1,0,5,4,5,8,7,3,9,13,4,12,2,20,11,20,11,12,7,10,8,7,12,7,5,7,7,8,5,4,2,4,8,6,3,0,1,3,3,1,4,1,2,1,0,1,1,4,2,1,0,3,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,2
E00004355,4,9,5,6,9,8,4,6,9,10,2,9,4,4,6,3,4,1,2,2,1,2,3,1,1,2,3,4,3,7,7,2,4,5,7,11,4,8,9,4,6,4,6,7,5,5,10,6,7,4,2,3,5,5,2,1,4,3,11,4,4,2,4,8,1,0,1,6,2,3,2,6,1,3,1,1,1,1,0,3,5,1,7,0,1,3,2,3,0,1,6
E00004361,3,2,1,6,5,1,1,2,4,4,1,1,4,2,1,5,5,2,4,1,4,0,8,3,2,5,7,8,4,5,3,5,4,9,6,5,6,3,4,5,4,3,4,4,1,7,5,2,4,2,3,3,3,2,0,3,2,11,4,7,4,5,0,4,1,2,6,2,1,2,7,1,0,2,0,3,3,0,2,1,2,6,1,5,2,2,1,4,4,1,9
